_id,date,amount,description,category,subcategory,file,_manual,_business
365,09/02/2026,-31.95,"A&E JONES PTY LTD         MAROOCHYDORE",Eating-out & Entertainment,Restaurants,ANZ Credit Card 2026-02.csv,false,false
366,09/02/2026,-29.85,"Cotton Tree Ice Creame    Cotton Tree",Eating-out & Entertainment,Take-away & snacks,ANZ Credit Card 2026-02.csv,false,false
367,09/02/2026,-6.00,"MAROOCHYDORE STATE HIG    MAROOCHYDORE",Children,School uniforms,ANZ Credit Card 2026-02.csv,false,false
368,09/02/2026,-7.50,"MAROOCHYDORE STATE HIG    MAROOCHYDORE",Children,School uniforms,ANZ Credit Card 2026-02.csv,false,false
369,09/02/2026,-50.18,"GLOW UP                   YANDINA",Eating-out & Entertainment,Restaurants,ANZ Credit Card 2026-02.csv,false,false
370,09/02/2026,-9.99,"DD *DOORDASHDASHPASS      MELBOURNE",Eating-out & Entertainment,Take-away & snacks,ANZ Credit Card 2026-02.csv,false,false
371,09/02/2026,-8.00,"WOOLWORTHS/OCEAN ST & HOR MAROOCHYDORE",Groceries,Supermarket,ANZ Credit Card 2026-02.csv,false,false
372,09/02/2026,-40.00,"BWS/BIG TOP S/C HORTON PD MAROOCHYDORE",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-02.csv,false,false
373,09/02/2026,-36.00,"THEPICKLEB* EVT PAIRED    NAMBOUR",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-02.csv,false,false
374,09/02/2026,-31.99,"Adobe                     Sydney",Medical, personal & education,Computers & gadgets,ANZ Credit Card 2026-02.csv,false,false
375,09/02/2026,-13.70,"KFC Caboolture BP Nort    Caboolture BP",Eating-out & Entertainment,Take-away & snacks,ANZ Credit Card 2026-02.csv,false,false
376,09/02/2026,-18.30,"SMP*Mrs Luus Southpoin    Southbank",Eating-out & Entertainment,Lunches bought,ANZ Credit Card 2026-02.csv,false,false
377,09/02/2026,-5.31,"SFS THE CONTAINER BY      BIRTINYA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-02.csv,false,false
378,09/02/2026,-4.95,"CALTEX CALOUNDRA          CALOUNDRA",Car & Transport,Petrol,ANZ Credit Card 2026-02.csv,false,false
379,09/02/2026,-36.36,"SECURE PARKING PTY LTD    NORTH SYDNEY",Car & Transport,Road tolls & parking,ANZ Credit Card 2026-02.csv,false,false
380,09/02/2026,-4.49,"APPLE.COM/BILL            SYDNEY",Medical, personal & education,Computers & gadgets,ANZ Credit Card 2026-02.csv,false,false
381,09/02/2026,-20.00,"SOUTHBANK CARPARK         SOUTH BANK",Car & Transport,Road tolls & parking,ANZ Credit Card 2026-02.csv,false,false
382,09/02/2026,-23.48,"KINGS BEACH HOTEL APP     Caloundra",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-02.csv,false,false
383,09/02/2026,-23.28,"KINGS BEACH HOTEL APP     Caloundra",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-02.csv,false,false
384,09/02/2026,-23.48,"KINGS BEACH HOTEL APP     Caloundra",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-02.csv,false,false
385,09/02/2026,-23.48,"KINGS BEACH HOTEL APP     Caloundra",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-02.csv,false,false
386,09/02/2026,-5.30,"LS Micasa Cafe Soutban    South Brisban",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-02.csv,false,false
387,09/02/2026,-33.47,"DBS*Goodlife Queen Str    Brisbane",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-02.csv,false,false
388,09/02/2026,-5.56,"BACKSTREET CAFE           MOOLOOLABA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-02.csv,false,false
389,09/02/2026,-20.14,"SUNNY SLOTHS PTY LTD      BIRTINYA",Children,Toys,ANZ Credit Card 2026-02.csv,false,false
390,06/02/2026,-32.18,"SQ *AN NAM VIETNAMESE KIT Sippy Downs",Eating-out & Entertainment,Lunches bought,ANZ Credit Card 2026-02.csv,false,false
391,06/02/2026,-5.31,"SFS SCUH ALICE & GEO      BIRTINYA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-02.csv,false,false
392,06/02/2026,-11.99,"help.hbomax.com           St. Leonards",Home & utilities,Streaming Services,ANZ Credit Card 2026-02.csv,false,false
393,06/02/2026,-5.31,"SFS THE CONTAINER BY      BIRTINYA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-02.csv,false,false
394,05/02/2026,-262.46,"QANTAS AIR                MASCOT",Eating-out & Entertainment,Holidays,ANZ Credit Card 2026-02.csv,false,false
395,05/02/2026,-1093.73,"Cars on Booking           London",Eating-out & Entertainment,Holidays,ANZ Credit Card 2026-02.csv,false,false
396,05/02/2026,-100.02,"Liberty Tanawha           Tanawha",Car & Transport,Petrol,ANZ Credit Card 2026-02.csv,false,false
397,05/02/2026,-53.34,"VODAFONE AUSTRALIA        NORTH SYDNEY",Home & utilities,Ellas Mobile,ANZ Credit Card 2026-02.csv,false,false
398,04/02/2026,-64.00,"FITSTOP SIPPY DO          SUNSHINE COAS",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-02.csv,false,false
399,04/02/2026,-64.00,"FITSTOP SIPPY DO          SUNSHINE COAS",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-02.csv,false,false
400,04/02/2026,-43.32,"COLES 4647                SIPPY DOWNS",Groceries,Supermarket,ANZ Credit Card 2026-02.csv,false,false
401,04/02/2026,-14.00,"LIQUORLAND 6476           SIPPY DOWNS",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-02.csv,false,false
402,04/02/2026,-83.97,"HARRIS SCARFE MRHYDR      MAROOCHYDORE",Home & utilities,Furniture & appliances,ANZ Credit Card 2026-02.csv,false,false
403,04/02/2026,-110.00,"SPOTLIGHT                 MAROOCHYDORE",Home & utilities,Home improvements & Maintenance,ANZ Credit Card 2026-02.csv,false,false
404,04/02/2026,-144.54,"BUNNINGS 490000           MAROOCHYDORE",Home & utilities,Home improvements & Maintenance,ANZ Credit Card 2026-02.csv,false,false
405,04/02/2026,-36.00,"THEPICKLEB* EVT SOCIAL    NAMBOUR",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-02.csv,false,false
406,03/02/2026,9700.00,"PAYMENT THANKYOU 508136",Financial & Insurance,Transfer,ANZ Credit Card 2026-02.csv,false,false
407,03/02/2026,-1997.26,"JETSTAR AIR KK2YQV        WWW.JETSTAR.C",Eating-out & Entertainment,Holidays,ANZ Credit Card 2026-02.csv,false,false
408,03/02/2026,-569.50,"GORGE VIEW KATHERINE      KATHERINE",Eating-out & Entertainment,Holidays,ANZ Credit Card 2026-02.csv,false,false
409,03/02/2026,-323.67,"COLES 4647                SIPPY DOWNS",Groceries,Supermarket,ANZ Credit Card 2026-02.csv,false,false
410,03/02/2026,-15.99,"Disney Plus               1800-965160",Home & utilities,Streaming Services,ANZ Credit Card 2026-02.csv,false,false
411,03/02/2026,-370.17,"Hotel at Booking.com      Sydney",Eating-out & Entertainment,Holidays,ANZ Credit Card 2026-02.csv,false,false
412,03/02/2026,-65.50,"Riba Kai                  Maroochydore",Eating-out & Entertainment,Restaurants,ANZ Credit Card 2026-02.csv,false,false
413,02/02/2026,-26.43,"Dock Mooloolaba           Mooloolaba",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-02.csv,false,false
414,02/02/2026,-27.38,"ZLR*The Beach Bar & Gri   Mooloolaba",Eating-out & Entertainment,Restaurants,ANZ Credit Card 2026-02.csv,false,false
415,02/02/2026,-82.15,"ZLR*The Beach Bar & Gri   Mooloolaba",Eating-out & Entertainment,Restaurants,ANZ Credit Card 2026-02.csv,false,false
416,02/02/2026,-26.37,"ZLR*The Beach Bar & Gri   Mooloolaba",Eating-out & Entertainment,Restaurants,ANZ Credit Card 2026-02.csv,false,false
417,02/02/2026,-26.00,"BWS/RIVER ESP & PARKLYN P MOOLOOLABA",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-02.csv,false,false
418,02/02/2026,-486.40,"GARRY CRICKS NAMBOUR      MAROOCHYDORE",Car & Transport,Repairs & maintenance,ANZ Credit Card 2026-02.csv,false,false
419,02/02/2026,18.00,"THEPICKLEB* EVT SOCIAL    NAMBOUR",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-02.csv,false,false
420,02/02/2026,18.00,"THEPICKLEB* EVT SOCIAL    NAMBOUR",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-02.csv,false,false
421,02/02/2026,-35.75,"UBER *EATS HELP.UBER.COM  Sydney",Eating-out & Entertainment,Take-away & snacks,ANZ Credit Card 2026-02.csv,false,false
422,02/02/2026,-63.80,"Nandos MAROOCHYDORE       Maroochydore",Eating-out & Entertainment,Take-away & snacks,ANZ Credit Card 2026-02.csv,false,false
423,02/02/2026,-5.59,"SMP*Jamoke Espresso Ba    Nambour",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-02.csv,false,false
424,02/02/2026,-16.60,"POINTPARKING NAMBOUR      NAMBOUR",Car & Transport,Road tolls & parking,ANZ Credit Card 2026-02.csv,false,false
425,02/02/2026,-78.80,"WOOLWORTHS/KARAWATHA DR & MOUNTAIN CRK",Groceries,Supermarket,ANZ Credit Card 2026-02.csv,false,false
426,02/02/2026,-5.56,"BACKSTREET CAFE           MOOLOOLABA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-02.csv,false,false
427,31/01/2026,3.47,"Payment",,,Macquarie Pay 2026-01.csv,false,false
428,30/01/2026,328.68,"From E552212Txn420196 - 552212*RP 18/02/20",Income,Other income,Macquarie Pay 2026-01.csv,false,false
429,28/01/2026,-3500,"To Elizabeth Hawkins  - Funds transfer",Financial & Insurance,Transfer,Macquarie Pay 2026-01.csv,false,false
430,28/01/2026,3112.39,"Salary from QLD DEPARTMENT O - SALARY 00428738",Income,Your partner's take-home pay,Macquarie Pay 2026-01.csv,false,false
431,16/01/2026,328.68,"From E552212Txn419100 - 552212*RP 18/02/20",Income,Other income,Macquarie Pay 2026-01.csv,false,false
432,16/01/2026,0.02,"From closed account xx5111",,,Macquarie Pay 2026-01.csv,false,false
433,16/01/2026,0.07,"From closed account xx5695",,,Macquarie Pay 2026-01.csv,false,false
434,14/01/2026,-6000,"To Elizabeth Hawkins  - Funds transfer",Financial & Insurance,Transfer,Macquarie Pay 2026-01.csv,false,false
435,14/01/2026,-600,"To linked account xx2193 - Internal transfer",Financial & Insurance,Transfer,Macquarie Pay 2026-01.csv,false,false
436,14/01/2026,3075.86,"Salary from QLD DEPARTMENT O - SALARY 00428738",Income,Your partner's take-home pay,Macquarie Pay 2026-01.csv,false,false
437,02/01/2026,328.68,"From E552212Txn418095 - 552212*RP 18/02/20",Income,Other income,Macquarie Pay 2026-01.csv,false,false
438,28/02/2026,0.59,"Payment",,,Macquarie Spending 2026-02.csv,false,false
439,25/02/2026,-90.11,"Transfer To Elizabeth Hawkins - Kids expenses",Financial & Insurance,Transfer,Macquarie Spending 2026-02.csv,false,false
440,25/02/2026,-12.89,"Transfer To Elizabeth Hawkins - Spotifyhealthmobil",Home & utilities,Streaming Services,Macquarie Spending 2026-02.csv,false,false
441,22/02/2026,-10,"Transfer To Bailen Rouse-Upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
442,22/02/2026,-10,"Transfer To Jasper Rouse-upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
443,18/02/2026,-90.11,"Transfer To Elizabeth Hawkins - Kids expenses",Financial & Insurance,Transfer,Macquarie Spending 2026-02.csv,false,false
444,18/02/2026,-12.89,"Transfer To Elizabeth Hawkins - Spotifyhealthmobil",Home & utilities,Streaming Services,Macquarie Spending 2026-02.csv,false,false
445,16/02/2026,150,"From AUSTRALIAN UNITY - AU HEALTH 31246163",Income,Health insurance reimbursement,Macquarie Spending 2026-02.csv,false,false
446,15/02/2026,-10,"Transfer To Bailen Rouse-Upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
447,15/02/2026,-10,"Transfer To Jasper Rouse-upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
448,11/02/2026,350,"From linked account xx4650 - Internal transfer",Financial & Insurance,Transfer,Macquarie Spending 2026-02.csv,false,false
449,11/02/2026,-155,"To Jasper Rouse-Upjohn - Gift card exchange",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
450,11/02/2026,-95,"To Bailen Rouse-Upjohn - Cash exchange",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
451,11/02/2026,-90.11,"Transfer To Elizabeth Hawkins - Kids expenses",Financial & Insurance,Transfer,Macquarie Spending 2026-02.csv,false,false
452,11/02/2026,-12.89,"Transfer To Elizabeth Hawkins - Spotifyhealthmobil",Home & utilities,Streaming Services,Macquarie Spending 2026-02.csv,false,false
453,08/02/2026,-10,"Transfer To Bailen Rouse-Upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
454,08/02/2026,-10,"Transfer To Jasper Rouse-upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
455,06/02/2026,-20.34,"To Jasper Rouse-Upjohn - Yummy ribs",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
456,05/02/2026,149,"From AUSTRALIAN UNITY - AU HEALTH 31246163",Income,Health insurance reimbursement,Macquarie Spending 2026-02.csv,false,false
457,04/02/2026,-90.11,"Transfer To Elizabeth Hawkins - Kids expenses",Financial & Insurance,Transfer,Macquarie Spending 2026-02.csv,false,false
458,04/02/2026,-12.89,"Transfer To Elizabeth Hawkins - Spotifyhealthmobil",Home & utilities,Streaming Services,Macquarie Spending 2026-02.csv,false,false
459,02/02/2026,27,"From Elizabeth Hawkins - Pickleball",Medical, personal & education,Sports & gym,Macquarie Spending 2026-02.csv,false,false
460,01/02/2026,-10,"Transfer To Bailen Rouse-Upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
461,01/02/2026,-10,"Transfer To Jasper Rouse-upjohn - Family love",Children,Child support payment,Macquarie Spending 2026-02.csv,false,false
462,28/02/2026,0.88,"Payment",,,Macquarie Pay 2026-02.csv,false,false
463,25/02/2026,-3300,"To Elizabeth Hawkins  - Funds transfer",Financial & Insurance,Transfer,Macquarie Pay 2026-02.csv,false,false
464,25/02/2026,3075,"Salary from QLD DEPARTMENT O - SALARY 00428738",Income,Your partner's take-home pay,Macquarie Pay 2026-02.csv,false,false
465,13/02/2026,328.68,"From E552212Txn421241 - 552212*RP 18/02/20",Income,Other income,Macquarie Pay 2026-02.csv,false,false
466,11/02/2026,-4000,"To Elizabeth Hawkins  - Funds transfer",Financial & Insurance,Transfer,Macquarie Pay 2026-02.csv,false,false
467,11/02/2026,3867.35,"Salary from QLD DEPARTMENT O - SALARY 00428738",Income,Your partner's take-home pay,Macquarie Pay 2026-02.csv,false,false
468,11/02/2026,-350,"To linked account xx2193 - Internal transfer",Financial & Insurance,Transfer,Macquarie Pay 2026-02.csv,false,false
469,31/03/2026,-62.14,"COLES 7835                BUDERIM",Groceries,Supermarket,ANZ Credit Card 2026-03.csv,false,false
470,31/03/2026,-17.5,"BWS/163 KARAWATHA ST - SH BUDERIM",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-03.csv,false,false
471,31/03/2026,-48.24,"UBER *TRIP HELP.UBER.COM  Sydney",Car & Transport,Uber & taxi,ANZ Credit Card 2026-03.csv,false,false
472,31/03/2026,-60.35,"SPRINGBOK FOODS PTY LT    FOREST GLEN",Groceries,Deli & bakery,ANZ Credit Card 2026-03.csv,false,false
473,31/03/2026,-9.95,"BANJOS SIPPY DOWNS        SIPPY DOWNS",Groceries,Deli & bakery,ANZ Credit Card 2026-03.csv,false,false
474,30/03/2026,-143.32,"COLES 4647                SIPPY DOWNS",Groceries,Supermarket,ANZ Credit Card 2026-03.csv,false,false
475,30/03/2026,-25.5,"SQ *COOROIBAH GREENS - KA Bokarina",,,ANZ Credit Card 2026-03.csv,false,false
476,30/03/2026,-110,"LIQUORLAND 6476           SIPPY DOWNS",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-03.csv,false,false
477,30/03/2026,-12.24,"SQ *MYSTICA BURGERS       Noosa",,,ANZ Credit Card 2026-03.csv,false,false
478,30/03/2026,-3.15,"SFS THE CONTAINER BY      BIRTINYA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
479,30/03/2026,-462.47,"UNITYWATER - CABOOLTUR    CABOOLTURE",Home & utilities,Water,ANZ Credit Card 2026-03.csv,false,false
480,30/03/2026,-164.2,"AMPOL SIPPY DOW 10262F    SIPPY DOWNS",Car & Transport,Petrol,ANZ Credit Card 2026-03.csv,false,false
481,30/03/2026,-31,"BWS/163 KARAWATHA ST - SH BUDERIM",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-03.csv,false,false
482,30/03/2026,-16.09,"SQ *AN NAM VIETNAMESE KIT Sippy Downs",Eating-out & Entertainment,Lunches bought,ANZ Credit Card 2026-03.csv,false,false
483,30/03/2026,-20,"SQ *THE OLD AMBULANCE STA Nambour",,,ANZ Credit Card 2026-03.csv,false,false
484,30/03/2026,-16,"SQ *THE OLD AMBULANCE STA Nambour",,,ANZ Credit Card 2026-03.csv,false,false
485,30/03/2026,-171.81,"SUNCORP INSURANCE         BRISBANE CITY",Financial & Insurance,Home & contents insurance,ANZ Credit Card 2026-03.csv,false,false
486,30/03/2026,-44,"COUNTRY CARE GROUP        MILDURA",,,ANZ Credit Card 2026-03.csv,false,false
487,30/03/2026,-10,"MERTHYR BOWLS CLUB        NEW FARM",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
488,30/03/2026,-10,"MERTHYR BOWLS CLUB        NEW FARM",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
489,30/03/2026,-28.65,"MERTHYR BOWLS CLUB        NEW FARM",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
490,30/03/2026,-29,"MERTHYR BOWLS CLUB        NEW FARM",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
491,30/03/2026,-18.3,"SMP*Mrs Luus Southpoin    Southbank",Eating-out & Entertainment,Lunches bought,ANZ Credit Card 2026-03.csv,false,false
492,30/03/2026,-5.59,"SMP*Jamoke Espresso Ba    Nambour",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
493,30/03/2026,-59.14,"BACKSTREET CAFE           MOOLOOLABA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
494,30/03/2026,-16.6,"POINTPARKING NAMBOUR      NAMBOUR",Car & Transport,Road tolls & parking,ANZ Credit Card 2026-03.csv,false,false
495,30/03/2026,-36,"THEPICKLEB* EVT PAIRED    NAMBOUR",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-03.csv,false,false
496,27/03/2026,-35,"LIQUORLAND 6687           BUDERIM",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-03.csv,false,false
497,27/03/2026,-11.2,"LS Micasa Cafe Soutban    South Brisban",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
498,27/03/2026,-16.99,"SOUTHBANK PHARMACY        SOUTH BRISBAN",Medical, personal & education,Medicines & pharmacy,ANZ Credit Card 2026-03.csv,false,false
499,27/03/2026,-203.87,"GLOW UP                   YANDINA",Eating-out & Entertainment,Restaurants,ANZ Credit Card 2026-03.csv,false,false
500,27/03/2026,-115.2,"TICKETEK WEB              SYDNEY",Eating-out & Entertainment,Celebrations & gifts,ANZ Credit Card 2026-03.csv,false,false
501,26/03/2026,-99.99,"SECURE PARKING PTY LTD    NORTH SYDNEY",Car & Transport,Road tolls & parking,ANZ Credit Card 2026-03.csv,false,false
502,26/03/2026,-27,"THEPICKLEB* EVT SOCIAL    NAMBOUR",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-03.csv,false,false
503,25/03/2026,-64,"FITSTOP SIPPY DO          SUNSHINE COAS",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-03.csv,false,false
504,25/03/2026,-64,"FITSTOP SIPPY DO          SUNSHINE COAS",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-03.csv,false,false
505,25/03/2026,-151.2,"Amino Z                   Caringbah",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-03.csv,false,false
506,25/03/2026,-60.42,"BLI BLI HOTEL             BLI BLI",,,ANZ Credit Card 2026-03.csv,false,false
507,25/03/2026,-10.4,"BLI BLI HOTEL             BLI BLI",,,ANZ Credit Card 2026-03.csv,false,false
508,25/03/2026,-26.72,"BLI BLI HOTEL             BLI BLI",,,ANZ Credit Card 2026-03.csv,false,false
509,25/03/2026,-87.91,"CALTEX BLI BLI            BLI BLI",Car & Transport,Petrol,ANZ Credit Card 2026-03.csv,false,false
510,25/03/2026,-20.99,"Netflix.com               Melbourne",Home & utilities,Streaming Services,ANZ Credit Card 2026-03.csv,false,false
511,25/03/2026,-4.65,"BALLINA BWLNGNREC LD      BALLINA",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
512,25/03/2026,-81.81,"BALLINA BWLNGNREC LD      BALLINA",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
513,25/03/2026,-38.95,"MCDONALDS SIPPY DOWN      SIPPY DOWNS",Eating-out & Entertainment,Take-away & snacks,ANZ Credit Card 2026-03.csv,false,false
514,24/03/2026,-150.09,"COLES 4647                SIPPY DOWNS",Groceries,Supermarket,ANZ Credit Card 2026-03.csv,false,false
515,24/03/2026,-22.36,"LS Buderim Distillery     Maroochydore",,,ANZ Credit Card 2026-03.csv,false,false
516,24/03/2026,-22.36,"LS Buderim Distillery     Maroochydore",,,ANZ Credit Card 2026-03.csv,false,false
517,24/03/2026,-148.16,"AMPOL CHINDERAH 22163F    CHINDERAH",Car & Transport,Petrol,ANZ Credit Card 2026-03.csv,false,false
518,23/03/2026,-118.46,"SQ *ZABB BY MEOW          Buderim",,,ANZ Credit Card 2026-03.csv,false,false
519,23/03/2026,-10.16,"SQ *MFC                   Kuluin",,,ANZ Credit Card 2026-03.csv,false,false
520,23/03/2026,-9.99,"AMZNPRIMEA* AMZNPRIMEA    SYDNEY SOUTH",Eating-out & Entertainment,Movies, shows & music,ANZ Credit Card 2026-03.csv,false,false
521,23/03/2026,-23.97,"UBER *TRIP HELP.UBER.COM  Sydney",Car & Transport,Uber & taxi,ANZ Credit Card 2026-03.csv,false,false
522,23/03/2026,-5.76,"SFS THE CONTAINER BY      BIRTINYA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
523,23/03/2026,-10,"MISTERZIMI* MISTER ZIM    PORT MELBOURN",,,ANZ Credit Card 2026-03.csv,false,false
524,23/03/2026,-17,"STAN.COM.AU               WWW.STAN.COM.",,,ANZ Credit Card 2026-03.csv,false,false
525,23/03/2026,-20,"STAN.COM.AU               WWW.STAN.COM.",,,ANZ Credit Card 2026-03.csv,false,false
526,23/03/2026,-32,"BWS/163 KARAWATHA ST - SH BUDERIM",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-03.csv,false,false
527,23/03/2026,-172.81,"AGL SALES 0308            MELBOURNE",Home & utilities,Electricity,ANZ Credit Card 2026-03.csv,false,false
528,23/03/2026,-35,"EG GROUP/KARAWATHA DR & G MOUNTAIN CRK",,,ANZ Credit Card 2026-03.csv,false,false
529,23/03/2026,-55.35,"SQ *AN NAM VIETNAMESE KIT Sippy Downs",Eating-out & Entertainment,Lunches bought,ANZ Credit Card 2026-03.csv,false,false
530,23/03/2026,-56,"COLES 4647                SIPPY DOWNS",Groceries,Supermarket,ANZ Credit Card 2026-03.csv,false,false
531,23/03/2026,-15,"BWS/163 KARAWATHA ST - SH BUDERIM",Eating-out & Entertainment,Drinks & alcohol,ANZ Credit Card 2026-03.csv,false,false
532,23/03/2026,-76,"A1 MART                   WEST END",,,ANZ Credit Card 2026-03.csv,false,false
533,23/03/2026,-35.95,"Microsoft*14 Day Trial Re msbill.info",Eating-out & Entertainment,Movies, shows & music,ANZ Credit Card 2026-03.csv,false,false
534,23/03/2026,-18.3,"SMP*Mrs Luus Southpoin    Southbank",Eating-out & Entertainment,Lunches bought,ANZ Credit Card 2026-03.csv,false,false
535,23/03/2026,-33.47,"DBS*Goodlife Queen Str    Brisbane",Medical, personal & education,Sports & gym,ANZ Credit Card 2026-03.csv,false,false
536,20/03/2026,-150.08,"REMENTO                   REMENTO.CO",,,ANZ Credit Card 2026-03.csv,false,false
537,20/03/2026,-20,"SOUTHBANK CARPARK         SOUTH BANK",Car & Transport,Road tolls & parking,ANZ Credit Card 2026-03.csv,false,false
538,20/03/2026,-60.3,"LS PTC PHONE ACCESSOR     MAROOCHYDORE",,,ANZ Credit Card 2026-03.csv,false,false
539,20/03/2026,-69.83,"King IT Maroochydore      Maroochydore",,,ANZ Credit Card 2026-03.csv,false,false
540,20/03/2026,-35,"CASE KING                 Maroochydore",,,ANZ Credit Card 2026-03.csv,false,false
541,20/03/2026,-197,"COLES 4523                MAROOCHYDORE",Groceries,Supermarket,ANZ Credit Card 2026-03.csv,false,false
542,20/03/2026,-78,"KMART 1060                MAROOCHYDORE",Medical, personal & education,Shopping,ANZ Credit Card 2026-03.csv,false,false
543,20/03/2026,-16.45,"Audible Limited AU        MELBOURNE",Home & utilities,Streaming Services,ANZ Credit Card 2026-03.csv,false,false
544,20/03/2026,-10.3,"LS Micasa Cafe Soutban    South Brisban",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
545,20/03/2026,-11.2,"LS Micasa Cafe Soutban    South Brisban",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
546,20/03/2026,-72.76,"TICKETS*FUNNY COAS        0272026035",,,ANZ Credit Card 2026-03.csv,false,false
547,19/03/2026,-133.3,"SP MISTER ZIMI            MALVERN",,,ANZ Credit Card 2026-03.csv,false,false
548,19/03/2026,-82,"ALH VENUES/NICKLIN WAY    BUDDINA",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
549,19/03/2026,-10.8,"ALH VENUES/NICKLIN WAY    BUDDINA",Eating-out & Entertainment,Bars & clubs,ANZ Credit Card 2026-03.csv,false,false
550,19/03/2026,-121.63,"EG GROUP/KARAWATHA DR & G MOUNTAIN CRK",,,ANZ Credit Card 2026-03.csv,false,false
551,19/03/2026,-16.49,"FAMDDS PTY LTD            MAROOCHYDORE",,,ANZ Credit Card 2026-03.csv,false,false
552,19/03/2026,-323.4,"DNH*GODADDY#4039396544    130-035-1076",Medical, personal & education,Computers & gadgets,ANZ Credit Card 2026-03.csv,false,true
553,19/03/2026,-5.31,"SFS THE CONTAINER BY      BIRTINYA",Eating-out & Entertainment,Coffee & tea,ANZ Credit Card 2026-03.csv,false,false
554,19/03/2026,-118.67,"YOUI - PREMIUM            SIPPY DOWNS",Financial & Insurance,Car insurance,ANZ Credit Card 2026-03.csv,false,false
555,19/03/2026,-201.91,"YOUI - PREMIUM            SIPPY DOWNS",Financial & Insurance,Car insurance,ANZ Credit Card 2026-03.csv,false,false
556,19/03/2026,-87.41,"YOUI - PREMIUM            SIPPY DOWNS",Financial & Insurance,Car insurance,ANZ Credit Card 2026-03.csv,false,false
557,19/03/2026,-9.95,"BANJOS SIPPY DOWNS        SIPPY DOWNS",Groceries,Deli & bakery,ANZ Credit Card 2026-03.csv,false,false
